writer,id,datetime,text
Elon Musk,@elonmusk,2022-02-17T19:57:29.000Z,Reasons to hate are remembered better than reasons to love
Tesla,@Tesla,2022-02-17T19:41:04.000Z,You can now customize how your Tesla appears on the screen and app with the Car Colorizer
Elon Musk,@elonmusk,2022-02-15T02:31:48.000Z,This will be real in our lifetime
Elon Musk,@elonmusk,2022-02-15T02:27:54.000Z,Starship to Mars simulation
Elon Musk,@elonmusk,2022-02-14T22:54:37.000Z,Over 250k Starlink user terminals
Elon Musk,@elonmusk,2022-02-14T19:44:02.000Z,Destacking Starship
Jared Isaacman,@rookisaacman,2022-02-14T14:26:13.000Z,"Exciting time in commercial spaceflight. Polaris Program will undertake a series of tech demo  missions culminating in first flight of Starship. Thankful to team @SpaceX, Polaris Directors & my amazing crew @KiddPoteet @gillis_sarahe, Anna Menon
Support for @StJude never ends"
Elon Musk,@elonmusk,2022-02-11T20:01:33.000Z,"The duty of a leader is to serve their people, not for the people to serve them"
SpaceX,@SpaceX,2022-02-11T02:41:29.000Z,A fully and rapidly reusable launch vehicle is key to a future in which humanity is out exploring the stars
SpaceX,@SpaceX,2022-02-11T02:37:06.000Z,The launch tower at Starbase will help stack Starship and catch the Super Heavy rocket booster
SpaceX,@SpaceX,2022-02-11T02:38:49.000Z,"Raptor 2 generates more than 230 tons of thrust at sea level, up from Raptor 1’s 185 tons"
SpaceX,@SpaceX,2022-02-11T01:55:42.000Z,Watch live as Elon provides an update on the development of Starship → http://spacex.com
Elon Musk,@elonmusk,2022-02-10T16:51:44.000Z,
Elon Musk,@elonmusk,2022-02-10T05:04:48.000Z,
Elon Musk,@elonmusk,2022-02-10T04:53:52.000Z,
Elon Musk,@elonmusk,2022-02-10T04:46:57.000Z,
Elon Musk,@elonmusk,2022-02-10T04:31:58.000Z,Tower arms are lifting Starship onto Super Heavy Booster
Elon Musk,@elonmusk,2022-02-09T21:34:13.000Z,Much appreciated!
Elon Musk,@elonmusk,2022-02-07T23:40:58.000Z,"Most news outlets attempt to answer the question: “What are the worst things happening on Earth today?”

It’s a big planet! Obviously, some bad things are happening somewhere at any given time, but focusing relentlessly on those does not give an accurate picture of reality."
Elon Musk,@elonmusk,2022-02-07T23:18:37.000Z,Why is the “traditional” media such a relentless hatestream? Real question.
Elon Musk,@elonmusk,2022-02-07T18:09:58.000Z,Always look on the bright side of life
Elon Musk,@elonmusk,2022-02-07T17:42:56.000Z,
Elon Musk,@elonmusk,2022-02-06T01:38:11.000Z,[Satire]
Elon Musk,@elonmusk,2022-02-06T01:37:28.000Z, Thank You for Smoking 
Elon Musk,@elonmusk,2022-02-06T00:27:58.000Z,Tesla Model S & X Plaid are so fun!
Elon Musk,@elonmusk,2022-02-06T00:26:05.000Z,Extended tracking shot of Falcon 9
Elon Musk,@elonmusk,2022-02-05T20:19:53.000Z,
Elon Musk,@elonmusk,2022-02-03T21:32:56.000Z,"If things go well, Falcon will launch about once a week on average in 2022, delivering ~2/3 of all Earth payload to orbit"
Elon Musk,@elonmusk,2022-02-03T20:50:45.000Z,Congrats SpaceX Falcon team!
SpaceX,@SpaceX,2022-02-03T18:00:32.000Z,Watch Falcon 9 launch 49 Starlink satellites to orbit → http://spacex.com/launches
SpaceX,@SpaceX,2022-02-02T20:16:45.000Z,Watch Falcon 9 launch NROL-87 to orbit → http://spacex.com/launches
Elon Musk,@elonmusk,2022-02-02T16:43:49.000Z,"SpaceX standard antenna production rises rapidly this year, so those with orders shouldn’t have to wait long.

Note, Starlink can only support a limited number of users in an area, so best to order early."
Elon Musk,@elonmusk,2022-02-02T10:37:30.000Z,"Exciting progress at Starbase, Texas!"
Elon Musk,@elonmusk,2022-02-02T05:43:24.000Z,This is twice the area of our standard phased array with broader scan angle
Elon Musk,@elonmusk,2022-02-02T05:28:41.000Z,Starlink high performance antenna
SpaceX,@SpaceX,2022-01-31T23:18:44.000Z,View of Falcon 9's stage separation from ground cameras
SpaceX,@SpaceX,2022-01-31T22:58:53.000Z,Watch launch of COSMO-SkyMed Second Generation FM2 → http://spacex.com/launches
SpaceX,@SpaceX,2022-01-31T23:12:16.000Z,Liftoff!
Elon Musk,@elonmusk,2022-01-31T21:54:22.000Z,Denmark just ended Covid restrictions
Tesla Charging,@TeslaCharging,2022-01-31T13:30:36.000Z,Non-Tesla vehicles can now charge at select Superchargers in France and Norway via the Tesla app. Learn more at https://tesla.com/support/non-tesla-supercharging…
Elon Musk,@elonmusk,2022-01-31T06:39:35.000Z,
Elon Musk,@elonmusk,2022-01-30T22:51:10.000Z,Halo Infinite campaign is good
Elon Musk,@elonmusk,2022-01-30T20:04:38.000Z,"For reasons unknown, @potus is unable to say the word “Tesla”"
Elon Musk,@elonmusk,2022-01-30T18:52:01.000Z,So many Hitlers!
Elon Musk,@elonmusk,2022-01-30T17:38:35.000Z,
Elon Musk,@elonmusk,2022-01-30T08:26:30.000Z,
Elon Musk,@elonmusk,2022-01-29T23:39:10.000Z,Just rewatched True Romance 
Elon Musk,@elonmusk,2022-01-29T11:21:38.000Z,Lie back and think of Mars
Elon Musk,@elonmusk,2022-01-29T06:48:49.000Z,
Elon Musk,@elonmusk,2022-01-29T05:25:18.000Z,The Universe is a Hydrogen Sonata
Elon Musk,@elonmusk,2022-01-28T17:44:30.000Z,"Disney in the streets,
Euphoria in the sheets"
Elon Musk,@elonmusk,2022-01-27T23:56:10.000Z,And in the darkness bind them
Elon Musk,@elonmusk,2022-01-27T23:39:57.000Z,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny."
Elon Musk,@elonmusk,2022-01-27T22:24:24.000Z,Seems odd that the UN still hasn’t released 2020 world death rates
Elon Musk,@elonmusk,2022-01-27T21:00:09.000Z,CB radios are free from govt/media control
Elon Musk,@elonmusk,2022-01-27T18:45:22.000Z,Canadian truckers rule
Elon Musk,@elonmusk,2022-01-27T17:31:57.000Z,Je m’aple syrup
Elon Musk,@elonmusk,2022-01-26T01:07:59.000Z,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!
Elon Musk,@elonmusk,2022-01-25T12:39:40.000Z,
Elon Musk,@elonmusk,2022-01-25T12:30:40.000Z,I will eat a happy meal on tv if @McDonalds accepts Dogecoin
Elon Musk,@elonmusk,2022-01-25T10:48:55.000Z,
Elon Musk,@elonmusk,2022-01-25T10:43:54.000Z,
Tesla,@Tesla,2022-01-21T09:18:55.000Z,Graffiti art at Giga Berlin
Elon Musk,@elonmusk,2022-01-21T09:23:26.000Z,Twitter is spending engineering resources on this bs while crypto scammers are throwing a spambot block party in every thread!?
Elon Musk,@elonmusk,2022-01-21T09:12:41.000Z,This is annoying
Elon Musk,@elonmusk,2022-01-20T03:57:33.000Z,Maybe something like this
Elon Musk,@elonmusk,2022-01-20T03:45:25.000Z,
Elon Musk,@elonmusk,2022-01-20T03:17:49.000Z,Frank & Beans
Elon Musk,@elonmusk,2022-01-19T09:11:10.000Z,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus"
Elon Musk,@elonmusk,2022-01-19T08:28:16.000Z,
Elon Musk,@elonmusk,2022-01-19T02:51:53.000Z,Believe in the future!
Elon Musk,@elonmusk,2022-01-19T02:49:42.000Z,Back to the moon soon
Elon Musk,@elonmusk,2022-01-19T02:46:07.000Z,
Elon Musk,@elonmusk,2022-01-18T19:49:30.000Z,
Elon Musk,@elonmusk,2022-01-18T19:47:25.000Z,
Elon Musk,@elonmusk,2022-01-18T17:08:52.000Z,"If there aren’t enough people for Earth, then there definitely won’t be enough for Mars "
Elon Musk,@elonmusk,2022-01-18T17:05:50.000Z,"UN projections are utter nonsense. Just multiply last year’s births by life expectancy. Given downward trend in birth rate, that is best case unless reversed."
Elon Musk,@elonmusk,2022-01-18T17:02:24.000Z,We should be much more worried about population collapse
Elon Musk,@elonmusk,2022-01-16T23:32:47.000Z,
Elon Musk,@elonmusk,2022-01-16T23:31:47.000Z,Good thing I never tweet anything controversial
Elon Musk,@elonmusk,2022-01-16T23:12:29.000Z,It is heartening to see the rise of individualist vs corporate media
Elon Musk,@elonmusk,2022-01-16T06:19:15.000Z,So informative
Elon Musk,@elonmusk,2022-01-15T23:30:10.000Z,
Elon Musk,@elonmusk,2022-01-15T18:50:33.000Z,"1469 Starlink satellites active
272 moving to operational orbits
Laser links activate soon"
Elon Musk,@elonmusk,2022-01-15T07:09:37.000Z,
Elon Musk,@elonmusk,2022-01-14T06:18:50.000Z,Tesla merch buyable with Dogecoin
SpaceX,@SpaceX,2022-01-13T15:35:09.000Z,Falcon 9’s first stage has landed on Landing Zone 1
SpaceX,@SpaceX,2022-01-13T18:46:38.000Z,Falcon 9 launches 105 spacecraft to orbit and lands at Landing Zone 1
Elon Musk,@elonmusk,2022-01-12T04:10:25.000Z,Bizarre anti-environment move by govt of California
Tesla,@Tesla,2022-01-10T15:51:20.000Z,"Drive anywhere in the US using the Supercharger network, now in all 50 states"
Elon Musk,@elonmusk,2022-01-09T23:53:14.000Z,Starship launch & catch tower
Elon Musk,@elonmusk,2022-01-09T08:25:44.000Z,
Elon Musk,@elonmusk,2022-01-07T23:28:12.000Z,FSD price will rise as we get closer to FSD production code release
Elon Musk,@elonmusk,2022-01-07T23:26:23.000Z,Just in the US
Elon Musk,@elonmusk,2022-01-07T23:09:17.000Z,Tesla FSD price rising to $12k on Jan 17
Elon Musk,@elonmusk,2022-01-06T23:39:59.000Z,Starlinks with “lasers” deployed to orbit
SpaceX,@SpaceX,2022-01-06T21:36:56.000Z,Watch Falcon 9 launch 49 Starlink satellites to orbit → http://spacex.com/launches
Elon Musk,@elonmusk,2022-01-06T06:51:11.000Z,nice
Elon Musk,@elonmusk,2022-01-04T17:33:23.000Z,
Elon Musk,@elonmusk,2022-01-03T22:04:59.000Z,Raptor 2 now operates routinely at 300 bar main chamber pressure
Elon Musk,@elonmusk,2022-01-02T22:56:00.000Z,
Elon Musk,@elonmusk,2022-01-02T18:19:33.000Z,Let’s make the roaring 20’s happen!
Elon Musk,@elonmusk,2022-01-02T17:56:50.000Z,Great work by Tesla team worldwide!
Elon Musk,@elonmusk,2021-12-30T06:27:15.000Z,
Elon Musk,@elonmusk,2021-12-30T06:18:38.000Z,
Elon Musk,@elonmusk,2021-12-28T21:18:21.000Z,Lex asks great questions
Elon Musk,@elonmusk,2021-12-27T03:51:33.000Z,Physics formulas are the rendering rules
Elon Musk,@elonmusk,2021-12-27T03:49:50.000Z,"So much of AI is about compressing reality to a small vector space, like a video game in reverse"
Elon Musk,@elonmusk,2021-12-26T12:28:15.000Z,
Elon Musk,@elonmusk,2021-12-25T21:53:31.000Z,Floki Santa
Elon Musk,@elonmusk,2021-12-25T20:17:37.000Z,Merry Christmas    
Elon Musk,@elonmusk,2021-12-24T21:32:25.000Z,Interesting
Tesla,@Tesla,2021-12-24T16:40:31.000Z,Complete list of features here. Happy holidays! →
Elon Musk,@elonmusk,2021-12-24T15:49:48.000Z,Tesla holiday software update goes to wide release today!
Elon Musk,@elonmusk,2021-12-23T22:28:06.000Z,"10.8 looks good, rolling out today"
Elon Musk,@elonmusk,2021-12-23T01:16:48.000Z,The @SkepticsGuide book is 
Elon Musk,@elonmusk,2021-12-23T00:35:39.000Z,"Lots of Tesla cars to deliver before year end! Your support in taking delivery is much appreciated. 

Thanks also to the Tesla team working hard during the holidays!"
Elon Musk,@elonmusk,2021-12-22T23:17:53.000Z,"Whereas radar has trouble seeing small pedestrians, they’re obvious to Tesla vision"
Elon Musk,@elonmusk,2021-12-22T22:11:51.000Z,Tesla holiday software release being tested with internal owners today. Broader rollout starts tomorrow evening.
NASA,@NASA,2021-12-21T10:22:31.000Z,"Stage separation confirmed! The @SpaceX Dragon is now floating freely and flying toward the @Space_Station with science, supplies, and holiday treats aboard for the @NASA_Astronauts."
Elon Musk,@elonmusk,2021-12-21T16:23:03.000Z,100th SpaceX rocket landing was today
Elon Musk,@elonmusk,2021-12-21T05:36:24.000Z,Has anyone seen web3? I can’t find it.
Elon Musk,@elonmusk,2021-12-20T23:54:48.000Z, True. Ask your airline for Starlink!
Elon Musk,@elonmusk,2021-12-20T02:24:01.000Z,"For those wondering, I will pay over $11 billion in taxes this year"
Elon Musk,@elonmusk,2021-12-20T01:46:02.000Z,"I’m not suggesting web3 is real – seems more marketing buzzword than reality right now – just wondering what the future will be like in 10, 20 or 30 years. 2051 sounds crazy futuristic!"
Elon Musk,@elonmusk,2021-12-20T01:24:29.000Z,"Given the almost unimaginable nature of the present, what will the future be?"
Elon Musk,@elonmusk,2021-12-19T19:27:37.000Z,Looks like twitter is compressing the image
Elon Musk,@elonmusk,2021-12-19T19:26:29.000Z,Better resolution
Elon Musk,@elonmusk,2021-12-19T19:17:57.000Z,Should be taught to all at a young age
SpaceX,@SpaceX,2021-12-19T16:02:54.000Z,Two Falcon 9 launches completed in ~15 hours
Elon Musk,@elonmusk,2021-12-19T01:00:34.000Z,traceroute woke_mind_virus
SpaceX,@SpaceX,2021-12-18T12:29:44.000Z,Watch Falcon 9 launch 52 Starlink satellites to orbit → http://spacex.com/launches
Elon Musk,@elonmusk,2021-12-18T08:20:35.000Z,Silco & Jinx headline Coachella?
Elon Musk,@elonmusk,2021-12-18T07:40:43.000Z,
Elon Musk,@elonmusk,2021-12-18T04:44:37.000Z,Tesla FSD 10.8 plus holiday fun software release probably Tuesday
Elon Musk,@elonmusk,2021-12-18T04:01:04.000Z,Each Raptor 1 engine above produces 185 metric tons of force. Raptor 2 just started production & will do 230+ tons or over half a million pounds of force.
Elon Musk,@elonmusk,2021-12-18T03:55:20.000Z,Starship Super Heavy engine steering test
Elon Musk,@elonmusk,2021-12-16T19:30:13.000Z,Old school shell game
Elon Musk,@elonmusk,2021-12-16T18:23:37.000Z,
Elon Musk,@elonmusk,2021-12-16T04:35:40.000Z,
Elon Musk,@elonmusk,2021-12-15T20:31:35.000Z,Highly recommend all of @HardcoreHistory
Elon Musk,@elonmusk,2021-12-14T10:34:23.000Z,Tesla will make some merch buyable with Doge & see how it goes
Elon Musk,@elonmusk,2021-12-13T22:21:51.000Z,Will also be important for Mars
Elon Musk,@elonmusk,2021-12-13T22:21:34.000Z,SpaceX is starting a program to take CO2 out of atmosphere & turn it into rocket fuel. Please join if interested.
Elon Musk,@elonmusk,2021-12-12T22:25:09.000Z,
Elon Musk,@elonmusk,2021-12-12T12:47:36.000Z,
Elon Musk,@elonmusk,2021-12-12T12:29:34.000Z,Sine qua non non
Elon Musk,@elonmusk,2021-12-12T12:27:32.000Z,Sorry
Elon Musk,@elonmusk,2021-12-12T03:44:29.000Z,Just did a @HardcoreHistory episode with Dan Carlin. Hope you like it.
Elon Musk,@elonmusk,2021-12-11T20:12:56.000Z,"“No better friend, no worse enemy”"
Elon Musk,@elonmusk,2021-12-10T17:52:37.000Z,Mars & Cars
Elon Musk,@elonmusk,2021-12-10T17:29:40.000Z,"Wow, only three weeks to 2022! 
What will 2032 will be like? 
Seems so futuristic!
Will we be on Mars?"
Elon Musk,@elonmusk,2021-12-10T17:19:13.000Z,Hahaha … ?1
Elon Musk,@elonmusk,2021-12-10T03:56:22.000Z,thinking of quitting my jobs & becoming an influencer full-time wdyt
Elon Musk,@elonmusk,2021-12-10T02:51:25.000Z,
SpaceX,@SpaceX,2021-12-09T15:26:08.000Z,"More photos from last night's Falcon 9 launch of @NASA's IXPE mission to better understand black holes, neutron stars, and other aspects of our universe"
SpaceX,@SpaceX,2021-12-08T22:00:00.000Z,All systems and weather are looking good ahead of tonight’s launch of IXPE for @NASA http://spacex.com/launches
Elon Musk,@elonmusk,2021-12-08T21:11:08.000Z,"Unless susceptible to extreme natural disasters, nuclear power plants should not be shut down"
Elon Musk,@elonmusk,2021-12-08T20:56:14.000Z,Nothing is more permanent than a “temporary” government program
Elon Musk,@elonmusk,2021-12-08T20:52:56.000Z,There is a lot of accounting trickery in this bill that isn’t being disclosed to the public
Elon Musk,@elonmusk,2021-12-08T20:51:04.000Z,"If “temporary” provisions in the Build Back Better Act become permanent, US national debt will increase by 24%!"
Elon Musk,@elonmusk,2021-12-08T17:21:49.000Z,
Elon Musk,@elonmusk,2021-12-06T21:14:36.000Z,"A background in “AI” is not needed, just exceptional skill in software or computer design"
Elon Musk,@elonmusk,2021-12-06T05:42:48.000Z,"As always, Tesla is looking for hardcore AI engineers who care about solving problems that directly affect people’s lives in a major way."
Elon Musk,@elonmusk,2021-12-04T15:09:32.000Z,Starships to  Mars 
Elon Musk,@elonmusk,2021-12-04T15:08:15.000Z,We will soon make these real
Elon Musk,@elonmusk,2021-12-04T01:29:15.000Z,
Elon Musk,@elonmusk,2021-12-03T15:51:09.000Z,Construction of Starship orbital launch pad at the Cape has begun
SpaceX,@SpaceX,2021-12-02T22:59:02.000Z,Watch Falcon 9 launch 48 Starlink satellites and two BlackSky spacecraft to orbit → http://spacex.com/launches
Elon Musk,@elonmusk,2021-12-02T21:11:12.000Z,"Laws are on one side, poets on the other"
SpaceX,@SpaceX,2021-12-02T16:13:59.000Z,Targeting tonight at 6:12 p.m. EST for a Falcon 9 launch of 48 Starlink satellites and 2 BlackSky spacecraft to orbit from SLC-40 in Florida
Elon Musk,@elonmusk,2021-12-02T08:47:57.000Z,"Let’s set an age limit after which you can’t run for political office, perhaps a number just below 70 …"
Tesla Solar,@TeslaSolar,2021-12-01T18:34:08.000Z,"New Solar Roof tiles can deliver a 22% increase in power, resulting in more energy offset"
Elon Musk,@elonmusk,2021-12-01T16:00:08.000Z,
Elon Musk,@elonmusk,2021-12-01T08:12:11.000Z,Doesn’t even need maintenance – just works!
Elon Musk,@elonmusk,2021-12-01T08:04:51.000Z,"The sun is absurdly, overwhelmingly the source of energy in our solar system"
Elon Musk,@elonmusk,2021-12-01T07:19:53.000Z,Friends & pools are great
Elon Musk,@elonmusk,2021-12-01T00:36:14.000Z,"Don’t waste your money on that silly Apple Cloth, buy our whistle instead!"
Elon Musk,@elonmusk,2021-12-01T00:23:05.000Z,Blow the whistle on Tesla!
Elon Musk,@elonmusk,2021-11-30T22:59:18.000Z,DayQuil + NyQuil
Elon Musk,@elonmusk,2021-11-30T01:08:57.000Z,I love a great whine
Elon Musk,@elonmusk,2021-11-30T00:24:41.000Z,
Elon Musk,@elonmusk,2021-11-30T00:13:51.000Z,Splish splash
Elon Musk,@elonmusk,2021-11-29T23:52:29.000Z,Just dropping some friends off at the pool
Elon Musk,@elonmusk,2021-11-25T19:56:37.000Z,"Happy Thanksgiving to all! Hope you have a great day. 

Your support over the years is super appreciated "
Elon Musk,@elonmusk,2021-11-25T11:15:48.000Z,Avenge the dinosaurs!!
SpaceX,@SpaceX,2021-11-24T15:54:05.000Z,More photos from last night's Falcon 9 launch of @NASA's double asteroid redirection test → http://flickr.com/spacex/
SpaceX,@SpaceX,2021-11-24T07:19:05.000Z,"Deployment confirmed, @NASA’s DART is on its way to redirect an asteroid"
SpaceX,@SpaceX,2021-11-24T06:05:22.000Z,Watch Falcon 9 launch @NASA’s DART mission – humanity’s first planetary defense test to redirect an asteroid http://spacex.com/launches
Elon Musk,@elonmusk,2021-11-24T06:10:32.000Z,About to launch asteroid defense test!
SpaceX,@SpaceX,2021-11-23T18:24:24.000Z,All systems and weather are looking good for tonight’s Falcon 9 launch of @NASA’s DART into an asteroid-intercepting interplanetary trajectory → http://spacex.com/launches
Elon Musk,@elonmusk,2021-11-22T05:27:04.000Z,It gives me solace
Elon Musk,@elonmusk,2021-11-22T05:20:36.000Z,At least 50% of my tweets were made on a porcelain throne
Elon Musk,@elonmusk,2021-11-22T05:15:38.000Z,Model S Plaid is sickkkk!!!!
Elon Musk,@elonmusk,2021-11-22T04:41:09.000Z,I aspire to comedy
Elon Musk,@elonmusk,2021-11-19T21:30:43.000Z,"A simpler time, it was"
Elon Musk,@elonmusk,2021-11-19T21:03:13.000Z,"NASA will intentionally crash the DART spacecraft into an asteroid to see if that is an effective way to change its course, should an Earth-threatening asteroid be discovered in the future"
SpaceX,@SpaceX,2021-11-19T20:20:00.000Z,"Static fire test complete – targeting Tuesday, November 23 at 10:21 p.m. PT for Falcon 9’s launch of @NASA’s Double Asteroid Redirection Test"
Elon Musk,@elonmusk,2021-11-19T17:40:53.000Z,Don’t want to brag but … I’m the best at humility
Elon Musk,@elonmusk,2021-11-18T16:34:45.000Z,It is hard to find good sources of relatively objective news these days. Any suggestions?
Elon Musk,@elonmusk,2021-11-18T08:09:03.000Z,“We are choked with news and starved of history” – Durant
Elon Musk,@elonmusk,2021-11-18T00:36:31.000Z,My comments starts at 6:49 mark
Elon Musk,@elonmusk,2021-11-18T00:34:16.000Z,"Talked about Starship with National Academies Space Studies Board

https://youtu.be/rLydXZOo4eA"
Elon Musk,@elonmusk,2021-11-17T03:20:27.000Z,12 million pounds of thrust at liftoff
Elon Musk,@elonmusk,2021-11-15T01:48:09.000Z,Due to inflation 420 has gone up by 69
Consumer Reports,@ConsumerReports,2021-02-04T18:54:00.000Z,"We surveyed car owners to find the most satisfying vehicles on the road. 

Rounding out the top 3 were the Tesla Model 3, Kia Telluride, and Tesla Model S."
Elon Musk,@elonmusk,2021-11-13T16:47:09.000Z,129 Orbital Flights
SpaceX,@SpaceX,2021-11-13T12:06:35.000Z,Watch Falcon 9 launch 53 Starlink satellites to orbit → http://spacex.com/launches
SpaceX,@SpaceX,2021-11-12T19:34:16.000Z,First 6-engine static fire test of Starship
Elon Musk,@elonmusk,2021-11-13T11:16:58.000Z,
NASA,@NASA,2021-11-12T01:31:44.000Z,"Four new astronauts through the hatch and seven crewmembers total on the @Space_Station!

After almost exactly a day from launch, #Crew3 is aboard the orbiting laboratory."
Tesla Charging,@TeslaCharging,2021-11-11T00:10:00.000Z,30k Superchargers around the world — and counting
SpaceX,@SpaceX,2021-11-10T21:47:18.000Z,Watch Falcon 9 launch Dragon with four astronauts on board to the @space_station → http://spacex.com/launches
SpaceX,@SpaceX,2021-11-10T01:02:16.000Z,"Jupiter, Saturn, the Moon, and Venus above Falcon and Dragon tonight"
Elon Musk,@elonmusk,2021-11-09T15:32:04.000Z,Sometimes they’re a little 2-dimensional
Elon Musk,@elonmusk,2021-11-09T08:13:40.000Z,I have all their albums
SpaceX,@SpaceX,2021-11-09T01:39:40.000Z,Crew-2 astronauts have donned their spacesuits ahead of Dragon's reentry into the Earth's atmosphere
NASA,@NASA,2021-11-08T19:41:11.000Z,"This is what teamwork sounds like.

As @SpaceX's Crew Dragon Endeavour begins its flyaround of the @Space_Station, @Astro_Sabot shares words of farewell for his departing Crew-2 colleagues:"
SpaceX,@SpaceX,2021-11-08T18:51:23.000Z,Watch Dragon depart the @space_station and return to Earth with Crew-2 astronauts → http://spacex.com/launches
SpaceX,@SpaceX,2021-11-07T15:52:06.000Z,"Following Crew-2’s return to Earth, Falcon 9 will launch Dragon’s third long-duration crew mission to the @Space_Station as soon as Wednesday, November 10; weather forecast is 80% favorable for liftoff"
SpaceX,@SpaceX,2021-11-08T16:21:44.000Z,"After a six-month stay, Dragon and the Crew-2 astronauts are set to depart the @space_station today at ~2:00 p.m. ET → http://spacex.com/launches"
Elon Musk,@elonmusk,2021-11-06T20:05:43.000Z,Roll them  
Elon Musk,@elonmusk,2021-11-06T19:30:34.000Z,* abide(n)
Elon Musk,@elonmusk,2021-11-06T19:28:33.000Z,"Note, I do not take a cash salary or bonus from anywhere. I only have stock, thus the only way for me to pay taxes personally is to sell stock."
Elon Musk,@elonmusk,2021-11-06T19:23:11.000Z,"I will abide by the results of this poll, whichever way it goes"
Elon Musk,@elonmusk,2021-11-06T19:17:49.000Z,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock.

Do you support this?"
Elon Musk,@elonmusk,2021-11-03T19:28:23.000Z,And Mars
Elon Musk,@elonmusk,2021-11-03T07:34:08.000Z,"Yup, even the moon"
Elon Musk,@elonmusk,2021-11-02T00:12:52.000Z,
Elon Musk,@elonmusk,2021-11-01T14:55:55.000Z,Trial program for opening Tesla Superchargers to other EVs has begun
Tesla,@Tesla,2021-10-31T15:03:08.000Z,Happy Halloween 
Elon Musk,@elonmusk,2021-10-31T18:20:50.000Z,Tuition is in Dogecoin & u get a discount if u have a dog
SpaceX,@SpaceX,2021-10-29T04:12:36.000Z,"Crew-3 astronauts, SpaceX, and @NASA completed a full rehearsal of launch day activities"
SpaceX,@SpaceX,2021-10-29T14:10:10.000Z,"Falcon 9 and Dragon are looking good for Sunday morning’s launch. Weather forecast is 80% favorable for liftoff, while teams are keeping an eye on weather along the ascent corridor"
Elon Musk,@elonmusk,2021-10-29T06:36:25.000Z,Universally admired
Elon Musk,@elonmusk,2021-10-29T05:22:26.000Z,It will have epic merch
Elon Musk,@elonmusk,2021-10-29T05:20:58.000Z,"Am thinking of starting new university:
Texas Institute of Technology & Science"
SpaceX,@SpaceX,2021-10-27T22:01:15.000Z,Timelapse of Falcon 9 and Dragon going vertical
SpaceX,@SpaceX,2021-10-27T20:38:41.000Z,Falcon 9 and Dragon vertical on Launch Complex 39A
Thomas H. Marshburn,@AstroMarshburn,2021-10-25T20:55:45.000Z,Endurance has arrived at the Hangar! We can’t wait to ride this @SpaceX Dragon to the @Space_Station in a few days…
Elon Musk,@elonmusk,2021-10-25T19:59:17.000Z,Wild $T1mes!
Elon Musk,@elonmusk,2021-10-25T10:02:13.000Z,10.3.1 rolling out now
Elon Musk,@elonmusk,2021-10-25T08:09:11.000Z,What if ur name is Johnson & u just happen to work at Johnson & Johnson?
Elon Musk,@elonmusk,2021-10-25T08:02:23.000Z,Naughtius Maximus
Elon Musk,@elonmusk,2021-10-25T02:11:27.000Z,Although Teams is pretty good
Elon Musk,@elonmusk,2021-10-25T02:07:11.000Z,Macrohard >> Microsoft
Elon Musk,@elonmusk,2021-10-25T01:08:54.000Z,erotic democracy >> sclerotic democracy
Elon Musk,@elonmusk,2021-10-24T20:38:15.000Z,Pop music has both literal & figurative Stockholm Syndrome
Elon Musk,@elonmusk,2021-10-24T18:44:33.000Z,"Seeing some issues with 10.3, so rolling back to 10.2 temporarily. 

Please note, this is to be expected with beta software. It is impossible to test all hardware configs in all conditions with internal QA, hence public beta."
SpaceX,@SpaceX,2021-10-23T23:59:28.000Z,Gateway to Mars
Elon Musk,@elonmusk,2021-10-23T14:50:00.000Z,Your support makes a big difference! Please let the FAA know your opinion.
Elon Musk,@elonmusk,2021-10-23T13:43:53.000Z,"Regression in some left turns at traffic lights found by internal QA in 10.3. Fix in work, probably releasing tomorrow."
Elon Musk,@elonmusk,2021-10-22T18:14:26.000Z,Starbase under construction
SpaceX,@SpaceX,2021-10-22T00:50:41.000Z,First firing of a Raptor vacuum engine integrated onto a Starship
Elon Musk,@elonmusk,2021-10-21T02:41:14.000Z,
The Boring Company,@boringcompany,2021-10-20T20:29:36.000Z,"Vegas Loop is expanding - 29 miles and 51 stations! 
Thanks to the Clark County team for the great partnership and to the Commissioners for unanimous approval."
Elon Musk,@elonmusk,2021-10-19T12:16:20.000Z,
Elon Musk,@elonmusk,2021-10-18T21:31:31.000Z,
Elon Musk,@elonmusk,2021-10-17T22:22:31.000Z,I’ve thought about and … I’m not sorry for party rocking
Elon Musk,@elonmusk,2021-10-17T22:20:36.000Z,"(\_/)
( •_•)
/ >"
Elon Musk,@elonmusk,2021-10-17T02:42:44.000Z,"Thanks Cameron County, Brownsville & South Padre for your support! Much appreciated."
Elon Musk,@elonmusk,2021-10-15T03:18:00.000Z,Beta 10.3 releasing Friday next week to all cars with 99/100 safety score
SpaceX,@SpaceX,2021-10-13T22:01:22.000Z,Crew-3 astronauts test out their flight hardware ahead of launch later this month
Elon Musk,@elonmusk,2021-10-14T07:57:30.000Z,Can’t wait to be in Genshin Impact 
